Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,5,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7,0.0007,0,0,0,70,0,0.002,0,0,0.004,0.002,0.004,0.002,0.023,0,0,0.003,29.4118,368,54.7059,89.3583,13,13
cTOUCH,5,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6,0.0006,0,0,0,14,67,0.002,0,0.006,0.003,0.003,0.011,0.076,0.052,0,0,0.009,74.1935,888,61.9032,183.726,2519,2519
dTOUCH,5,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,10,0.001,0,0,0,371,70,0.003,0,0,0.004,0.002,0.004,0.002,0.026,0,0,0.004,32,200,44,53.1917,18,18
reTOUCH,5,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3,0.0003,0,0,0,118,72,0.002,0,0.001,0.002,0.002,0.001,0,0.022,0,0,0.001,35.2941,140,106.471,-nan,181,181
TOUCH,5,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,70,0.00175,0,0,0,134,0,0.003,0,0.001,0.004,0.001,0.007,0.001,0.031,0,0,0.006,80.6452,1206,60.1935,233.898,7,7
cTOUCH,5,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,185,0.004625,0,0,0,49,134,0.002,0,0.005,0.004,0.004,0.016,0.076,0.062,0.001,0,0.015,50,1229,61.5645,171.242,2032,2032
dTOUCH,5,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,53,0.001325,0,0,0,52,134,0.005,0,0,0.005,0.002,0.011,0.002,0.046,0,0,0.01,74.1379,1613,34.7414,210.726,16,16
reTOUCH,5,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,150,0.00375,0,0,0,228,142,0.005,0,0.001,0.003,0.003,0.002,0,0.032,0,0,0.001,6.45161,137,117.097,-nan,743,743
TOUCH,5,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,133,0.00147778,0,0,0,191,0,0.005,0,0,0.008,0.005,0.012,0.005,0.055,0,0,0.011,61.7021,1292,59.766,200.753,19,19
cTOUCH,5,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,825,0.00916667,0,0,0,23,190,0.004,0,0.017,0.005,0.005,0.016,1.457,0.095,0,0,0.014,67.033,3336,63.5934,357.191,4245,4245
dTOUCH,5,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,130,0.00144444,0,0,0,49,191,0.004,0,0,0.006,0.001,0.016,0.001,0.062,0,0.001,0.015,75.9036,2780,40.5904,303.029,21,21
reTOUCH,5,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,508,0.00564444,0,0,0,359,204,0.005,0,0.002,0.004,0.002,0.003,0.001,0.04,0,0,0.003,10.6383,131,115.681,-nan,1696,1696
TOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,213,0.00133125,0,0,0,255,0,0.007,0,0.001,0.009,0.006,0.011,0.006,0.058,0,0,0.011,72.5806,1726,60.4032,271.854,18,18
cTOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,9388,0.058675,0,0,0,32,252,0.006,0,0.036,0.007,0.007,0.024,0.027,0.158,0,0,0.021,42.5,2592,64.3,247.395,5737,5737
dTOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,213,0.00133125,0,0,0,78,255,0.007,0,0.001,0.009,0.004,0.02,0.003,0.08,0,0,0.02,78.4483,1958,36.6379,228.778,26,26
reTOUCH,5,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1054,0.0065875,0,0,0,490,274,0.007,0,0.003,0.009,0.009,0.006,0.077,0.071,0,0,0.005,3.22581,149,116.71,-nan,3035,3035
TOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,306,0.001224,0,0,0,314,0,0.007,0,0.001,0.01,0.005,0.013,0.005,0.063,0,0,0.012,76.3158,3873,61.6579,442.013,19,19
cTOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,28322,0.113288,0,0,0,24,314,0.009,0,0.033,0.012,0.011,0.028,0.717,0.18,0,0,0.026,61.4379,3741,63.1503,422.338,9277,9277
dTOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,302,0.001208,0,0,0,5,314,0.007,0,0.001,0.012,0.006,0.026,0.006,0.1,0,0,0.024,82.6389,2469,36.3472,268.888,26,26
reTOUCH,5,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2241,0.008964,0,0,0,456,340,0.009,0,0.004,0.011,0.011,0.007,0.157,0.086,0,0,0.006,0,177,121.105,-nan,5232,5232
TOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,416,0.00115556,0,2,5.55556e-06,373,0,0.009,0,0.001,0.014,0.008,0.015,0.008,0.082,0,0,0.014,73.6264,2779,61.8352,335.738,25,25
cTOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4059,0.011275,0,2,5.55556e-06,46,371,0.007,0,0.064,0.011,0.01,0.033,0.049,0.25,0.002,0,0.03,58.2418,3493,63.6429,331.507,6566,6566
dTOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,428,0.00118889,0,2,5.55556e-06,20,373,0.009,0,0.001,0.017,0.009,0.027,0.009,0.12,0,0.001,0.026,81.8713,4304,37.345,342.174,32,32
reTOUCH,5,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3865,0.0107361,0,2,5.55556e-06,453,403,0.011,0,0.004,0.01,0.01,0.008,0.397,0.093,0,0,0.007,2.1978,202,122.462,-nan,7480,7480
TOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,580,0.00118367,0,4,8.16327e-06,427,0,0.01,0,0.001,0.018,0.009,0.018,0.009,0.096,0,0,0.017,63.2075,4228,62.0094,417.254,40,40
cTOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,31330,0.0639388,0,4,8.16327e-06,123,425,0.01,0,0.084,0.016,0.016,0.039,1.798,0.318,0.001,0.001,0.035,48.1132,3299,63.4528,281.071,11579,11579
dTOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,609,0.00124286,0,4,8.16327e-06,14,427,0.011,0,0.001,0.017,0.007,0.032,0.007,0.132,0,0,0.03,83.5,6863,37.15,483.966,34,34
reTOUCH,5,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6935,0.0141531,0,4,8.16327e-06,474,454,0.012,0,0.004,0.013,0.013,0.009,0.576,0.103,0.001,0,0.007,2.83019,234,123.321,-nan,11078,11078
TOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,758,0.00118438,0,5,7.8125e-06,499,0,0.011,0,0.001,0.019,0.012,0.019,0.012,0.1,0,0,0.018,71.6667,4027,62.5083,395.819,35,35
cTOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,61181,0.0955953,0,5,7.8125e-06,0,491,0.011,0,0.253,0.016,0.016,0.047,2.994,0.682,0,0,0.043,56.4315,6314,64.3527,478.889,10430,10430
dTOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,768,0.0012,0,5,7.8125e-06,89,499,0.013,0,0.001,0.02,0.01,0.04,0.01,0.158,0,0,0.036,81.6964,5434,38.3125,383.045,42,42
reTOUCH,5,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,10468,0.0163562,0,5,7.8125e-06,393,523,0.01,0,0.006,0.017,0.017,0.008,0.537,0.111,0.001,0,0.007,14.1667,278,125.7,40.1832,12292,12292
TOUCH,5,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1000,0.00123457,0,5,6.17284e-06,564,0,0.013,0,0.002,0.022,0.01,0.026,0.01,0.126,0,0,0.025,91.9708,6561,61.5766,565.269,12,12
cTOUCH,5,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,49932,0.0616444,0,5,6.17284e-06,3,562,0.015,0,0.296,0.02,0.02,0.049,4.58,0.788,0.002,0,0.044,70.8487,9237,64.3358,587.764,18253,18253
dTOUCH,5,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,997,0.00123086,0,5,6.17284e-06,1,564,0.02,0,0.002,0.019,0.009,0.042,0.009,0.178,0,0,0.04,95.1128,7764,34.0865,477.646,14,14
reTOUCH,5,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,13166,0.0162543,0,5,6.17284e-06,372,588,0.01,0,0.006,0.016,0.015,0.008,0.837,0.116,0,0.001,0.006,67.1533,296,124.38,88.3566,10624,10624
TOUCH,5,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1258,0.001258,0,6,6e-06,627,0,0.014,0,0.001,0.023,0.015,0.025,0.015,0.126,0,0,0.024,85.6209,4090,61.2614,401.01,23,23
cTOUCH,5,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,101469,0.101469,0,6,6e-06,65,624,0.018,0,0.324,0.019,0.019,0.056,2.86,0.863,0,0,0.05,69.5364,9343,63.9437,560.274,21150,21150
dTOUCH,5,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1256,0.001256,0,6,6e-06,50,627,0.012,0,0.002,0.025,0.014,0.049,0.014,0.195,0,0,0.046,92.2034,5726,34.0102,396.258,24,24
reTOUCH,5,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,14853,0.014853,0,6,6e-06,368,651,0.015,0,0.007,0.017,0.017,0.011,0.729,0.14,0.001,0.001,0.009,94.1176,336,124.059,108.606,8918,8918
TOUCH,15,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,273,0.0273,0,0,0,66,0,0.001,0,0.001,0.007,0.003,0.003,0.003,0.03,0,0,0.003,29.4118,398,54.9412,95.2103,13,13
cTOUCH,15,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1850,0.185,0,0,0,0,64,0.002,0,0.002,0.002,0.002,0.009,0.404,0.04,0,0,0.008,70.9677,912,62.4516,187.363,2543,2543
dTOUCH,15,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,286,0.0286,0,0,0,216,66,0.001,0,0.001,0.009,0.004,0.003,0.004,0.031,0,0,0.003,34.6154,289,46.8077,70.8721,18,18
reTOUCH,15,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,206,0.0206,0,0,0,96,67,0.002,0,0.001,0.002,0.002,0.001,0,0.028,0,0,0.001,29.4118,109,108.059,-nan,518,518
TOUCH,15,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1015,0.025375,0,1,2.5e-05,126,0,0.003,0,0.001,0.014,0.006,0.007,0.006,0.052,0,0,0.007,80.6452,1262,60.4516,240.005,7,7
cTOUCH,15,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,554,0.01385,0,1,2.5e-05,8,126,0.002,0,0.004,0.003,0.003,0.01,0.009,0.058,0,0,0.008,45.1613,1235,62.3548,175.505,2175,2175
dTOUCH,15,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1053,0.026325,0,1,2.5e-05,19,126,0.003,0,0,0.015,0.006,0.012,0.006,0.066,0,0,0.01,77.0492,1916,33.459,243.108,15,15
reTOUCH,15,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2982,0.07455,0,1,2.5e-05,71,131,0.005,0,0.002,0.004,0.004,0.002,0.011,0.056,0,0,0.002,6.45161,170,122.516,-nan,2349,2349
TOUCH,15,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2273,0.0252556,0,2,2.22222e-05,178,0,0.006,0,0.001,0.022,0.011,0.009,0.011,0.076,0,0,0.009,63.8298,1343,60.0426,207.627,18,18
cTOUCH,15,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,8049,0.0894333,0,2,2.22222e-05,0,178,0.005,0,0.017,0.006,0.006,0.019,0.002,0.12,0,0,0.017,68.1319,3408,63.978,364.182,4306,4306
dTOUCH,15,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2344,0.0260444,0,2,2.22222e-05,31,178,0.004,0,0,0.022,0.01,0.019,0.01,0.098,0,0,0.018,81.1765,2903,39.4,312.751,17,17
reTOUCH,15,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7591,0.0843444,0,2,2.22222e-05,118,183,0.007,0,0.002,0.006,0.006,0.002,0.188,0.068,0,0,0.002,42.5532,280,121.255,62.3291,4129,4129
TOUCH,15,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4068,0.025425,0,3,1.875e-05,239,0,0.005,0,0.001,0.032,0.014,0.012,0.014,0.102,0,0,0.011,74.1935,1790,60.6613,278.181,17,17
cTOUCH,15,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,45749,0.285931,0,3,1.875e-05,15,237,0.004,0,0.039,0.011,0.011,0.021,0.003,0.183,0.002,0,0.019,48.3333,2800,64.5667,267.716,7208,7208
dTOUCH,15,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4226,0.0264125,0,3,1.875e-05,16,239,0.004,0,0.001,0.034,0.016,0.018,0.016,0.118,0,0,0.016,81.0345,1968,36.8448,228.815,23,23
reTOUCH,15,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,16480,0.103,0,3,1.875e-05,116,242,0.005,0,0.002,0.008,0.008,0.004,0.302,0.088,0,0,0.003,109.677,369,123.258,117.19,3397,3397
TOUCH,15,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6371,0.025484,0,5,2e-05,294,0,0.006,0,0,0.041,0.018,0.012,0.018,0.119,0,0,0.011,75,3920,61.9211,447.541,20,20
cTOUCH,15,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,81045,0.32418,0,5,2e-05,9,291,0.007,0,0.032,0.011,0.011,0.038,1.074,0.213,0,0,0.035,63.3987,3946,63.3987,437.283,9844,9844
dTOUCH,15,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,6420,0.02568,0,5,2e-05,0,294,0.009,0,0.001,0.037,0.015,0.02,0.014,0.142,0,0,0.019,87.0748,3803,35.2789,325.604,20,20
reTOUCH,15,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,36902,0.147608,0,5,2e-05,84,299,0.015,0,0.004,0.012,0.011,0.005,0.984,0.139,0,0,0.004,119.737,434,126.539,120.787,4793,4793
TOUCH,15,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,9289,0.0258028,0,10,2.77778e-05,349,0,0.014,0,0.001,0.055,0.028,0.016,0.028,0.174,0,0,0.015,74.7253,2957,62.0989,348.07,24,24
cTOUCH,15,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,24957,0.069325,0,10,2.77778e-05,22,347,0.011,0,0.067,0.013,0.013,0.033,0.206,0.29,0,0,0.03,60.989,3482,63.9066,319.261,6802,6802
dTOUCH,15,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,9048,0.0251333,0,10,2.77778e-05,30,349,0.009,0,0.001,0.051,0.019,0.028,0.019,0.186,0,0,0.026,85.4651,4559,36.6686,352.407,26,26
reTOUCH,15,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,82833,0.230092,0,10,2.77778e-05,57,351,0.01,0,0.004,0.012,0.012,0.007,0.833,0.14,0.004,0,0.005,125.275,520,127.385,134.885,7208,7208
TOUCH,15,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,12520,0.025551,0,12,2.44898e-05,392,0,0.014,0,0.001,0.06,0.034,0.018,0.034,0.186,0,0,0.017,65.0943,4437,62.3396,436.738,38,38
cTOUCH,15,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,128144,0.261518,0,12,2.44898e-05,34,391,0.012,0,0.087,0.016,0.016,0.039,0.589,0.359,0.004,0.001,0.034,52.8302,3366,64.033,291.832,13520,13520
dTOUCH,15,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,12126,0.0247469,0,12,2.44898e-05,9,392,0.015,0,0.001,0.066,0.027,0.033,0.027,0.24,0,0,0.031,81.0945,6900,36.5672,485.374,39,39
reTOUCH,15,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,142927,0.291688,0,12,2.44898e-05,91,395,0.007,0,0.007,0.014,0.014,0.009,0.974,0.152,0.002,0,0.006,126.415,663,127.491,149.549,10988,10988
TOUCH,15,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,16106,0.0251656,0,14,2.1875e-05,454,0,0.014,0,0.001,0.071,0.037,0.021,0.036,0.214,0,0,0.019,71.6667,4279,62.8833,415.097,35,35
cTOUCH,15,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,184087,0.287636,0,14,2.1875e-05,0,452,0.014,0,0.26,0.017,0.017,0.045,2.719,0.733,0.001,0,0.041,62.6556,6262,64.5145,487.08,12942,12942
dTOUCH,15,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,15714,0.0245531,0,14,2.1875e-05,37,454,0.013,0,0.002,0.066,0.027,0.036,0.027,0.246,0,0,0.033,84.0708,6032,37.6637,414.359,37,37
reTOUCH,15,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,217853,0.340395,0,14,2.1875e-05,19,458,0.015,0,0.004,0.018,0.018,0.008,1.609,0.185,0.002,0,0.005,125,754,129.358,164.517,15392,15392
TOUCH,15,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,20542,0.0253605,0,21,2.59259e-05,514,0,0.013,0,0.002,0.081,0.042,0.023,0.042,0.24,0,0,0.022,89.781,6571,61.9416,567.204,15,15
cTOUCH,15,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,248426,0.306699,0,21,2.59259e-05,0,514,0.013,0,0.294,0.024,0.024,0.05,8.536,0.826,0,0,0.045,75.6458,9512,64.524,611.896,19196,19196
dTOUCH,15,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,20122,0.024842,0,21,2.59259e-05,0,514,0.015,0,0.002,0.078,0.042,0.043,0.042,0.288,0,0,0.041,94.403,5953,33.7985,379.265,16,16
reTOUCH,15,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,255848,0.315862,0,21,2.59259e-05,28,521,0.016,0,0.005,0.02,0.02,0.008,1.682,0.2,0,0,0.006,135.036,851,127.38,200.532,15427,15427
TOUCH,15,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,25243,0.025243,0,26,2.6e-05,568,0,0.016,0,0.002,0.083,0.047,0.024,0.047,0.253,0,0,0.022,83.6601,4198,61.6471,409.548,26,26
cTOUCH,15,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,370862,0.370862,0,26,2.6e-05,27,566,0.016,0,0.303,0.025,0.025,0.053,2.845,0.862,0.002,0,0.047,69.5364,10369,64.2616,607.696,24279,24279
dTOUCH,15,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,24877,0.024877,0,26,2.6e-05,4,568,0.018,0,0.002,0.084,0.044,0.047,0.044,0.319,0,0,0.044,92.2559,5718,33.8788,398.926,24,24
reTOUCH,15,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,272968,0.272968,0,26,2.6e-05,19,576,0.015,0,0.006,0.019,0.019,0.009,2.89,0.22,0,0,0.008,160.784,905,126.83,269.192,9650,9650
TOUCH,25,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1729,0.1729,0,0,0,57,0,0.002,0,0,0.015,0.006,0.003,0.006,0.041,0,0,0.003,35.2941,424,55.4706,101.042,12,12
cTOUCH,25,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4976,0.4976,0,0,0,0,57,0.002,0,0.004,0.002,0.002,0.008,0.018,0.052,0,0,0.006,70.9677,939,62.6774,190.896,2811,2811
dTOUCH,25,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1850,0.185,0,0,0,27,57,0.001,0,0.001,0.017,0.006,0.004,0.006,0.048,0,0,0.004,46.1538,715,52.8846,139.139,15,15
reTOUCH,25,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1717,0.1717,0,0,0,32,59,0.002,0,0.001,0.002,0.002,0.001,0.001,0.058,0,0,0.001,23.5294,134,112.294,-nan,892,892
TOUCH,25,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7078,0.17695,0,2,5e-05,110,0,0.004,0,0,0.033,0.011,0.005,0.011,0.087,0,0,0.004,80.6452,1321,60.9677,247.199,7,7
cTOUCH,25,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2273,0.056825,0,2,5e-05,3,110,0.003,0,0.005,0.004,0.003,0.011,0,0.081,0,0,0.01,50,1238,62.6935,178.784,2590,2590
dTOUCH,25,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7102,0.17755,0,2,5e-05,12,110,0.006,0,0,0.04,0.014,0.01,0.014,0.119,0,0,0.009,83.6066,1964,33.5082,249.271,11,11
reTOUCH,25,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,8029,0.200725,0,2,5e-05,27,113,0.005,0,0.001,0.005,0.005,0.003,0.001,0.088,0,0.001,0.002,58.0645,300,124.516,86.5596,2242,2242
TOUCH,25,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,15930,0.177,0,3,3.33333e-05,161,0,0.006,0,0,0.055,0.027,0.006,0.027,0.134,0,0,0.005,63.8298,1391,60.4043,214.847,18,18
cTOUCH,25,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,19238,0.213756,0,3,3.33333e-05,0,161,0.007,0,0.016,0.006,0.006,0.017,0.246,0.151,0.002,0,0.015,69.2308,3487,64.1648,372.145,4909,4909
dTOUCH,25,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,15901,0.176678,0,3,3.33333e-05,47,161,0.006,0,0.001,0.059,0.027,0.014,0.027,0.166,0,0,0.014,70.5882,2774,38.7882,298.734,26,26
reTOUCH,25,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,32285,0.358722,0,3,3.33333e-05,27,163,0.005,0,0.004,0.008,0.008,0.003,0.917,0.141,0,0,0.002,121.277,450,123.617,126.205,2936,2936
TOUCH,25,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,29126,0.182037,0,7,4.375e-05,214,0,0.006,0,0,0.083,0.042,0.013,0.042,0.207,0,0,0.012,72.5806,1848,61.0645,285.652,18,18
cTOUCH,25,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,116762,0.729762,0,7,4.375e-05,0,214,0.009,0,0.04,0.013,0.013,0.024,0.253,0.236,0.002,0,0.022,47.5,2898,64.8833,282.764,8462,8462
dTOUCH,25,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,28757,0.179731,0,7,4.375e-05,17,214,0.007,0,0.001,0.093,0.042,0.019,0.042,0.249,0,0,0.017,77.7778,2235,36.2308,250.165,27,27
reTOUCH,25,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,108544,0.6784,0,7,4.375e-05,23,218,0.007,0,0.001,0.009,0.009,0.004,0.79,0.164,0,0,0.003,120.968,573,125.145,142.772,5571,5571
TOUCH,25,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,45406,0.181624,0,9,3.6e-05,268,0,0.011,0,0,0.116,0.055,0.012,0.055,0.282,0,0,0.011,76.3158,3981,62.2632,454.554,19,19
