Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,115,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2545097,254.51,0,8,0.0008,25,0,0.001,0,0,1.905,1.548,0.002,1.548,3.816,0,0,0.002,35.2941,534,57.3529,134.525,12,12
cTOUCH,115,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,161558,16.1558,0,8,0.0008,0,24,0.003,0,0.002,0.005,0.005,0.009,0.069,0.592,0.002,0,0.008,61.2903,1093,63.7419,215.391,2988,2988
dTOUCH,115,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2134743,213.474,0,8,0.0008,1,25,0.003,0,0,1.707,1.323,0.007,1.323,3.438,0,0,0.007,41.3793,951,40.6207,172.933,18,18
reTOUCH,115,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,322699,32.2699,0,8,0.0008,0,26,0.001,0,0.001,0.003,0.003,0.001,0.367,1.425,0,0,0.001,105.882,571,116.118,150.02,1464,1464
TOUCH,115,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,10648291,266.207,0,26,0.00065,45,0,0.007,0,0,6.553,5.791,0.007,5.791,13.136,0.002,0,0.007,77.4194,1656,63.0645,295.02,8,8
cTOUCH,115,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,638179,15.9545,0,26,0.00065,0,45,0.006,0,0.005,0.014,0.014,0.013,1.254,0.877,0,0,0.012,56.4516,1701,63.7903,249.537,7210,7210
dTOUCH,115,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,8486942,212.174,0,26,0.00065,0,45,0.003,0,0,5.228,4.549,0.016,4.549,10.502,0,0,0.014,90.3226,2000,32.5484,251.911,7,7
reTOUCH,115,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1551758,38.794,0,26,0.00065,0,44,0.003,0,0,0.009,0.009,0.002,1.677,2.97,0.001,0,0.001,161.29,897,127.613,258.621,2149,2149
TOUCH,115,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,24177446,268.638,0,53,0.000588889,58,0,0.004,0,0,14.121,13.146,0.008,13.146,28.269,0.002,0,0.007,72.3404,1622,62.5957,262.036,14,14
cTOUCH,115,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,1570214,17.4468,0,53,0.000588889,0,58,0.008,0,0.018,0.023,0.023,0.021,1.774,1.166,0.002,0,0.019,72.5275,4006,65.2967,423.252,9406,9406
dTOUCH,115,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,19359948,215.111,0,53,0.000588889,0,58,0.008,0,0.001,10.875,9.953,0.013,9.953,21.802,0.002,0,0.013,89.2473,2344,33.3118,250.237,11,11
reTOUCH,115,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,9586995,106.522,0,53,0.000588889,0,58,0.007,0,0.003,0.018,0.018,0.005,7.481,4.202,0.002,0,0.004,163.83,1752,126.426,319.681,4537,4537
TOUCH,115,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,42936859,268.355,0,94,0.0005875,78,0,0.008,0,0,23.915,22.563,0.011,22.563,47.873,0.002,0,0.01,79.0323,2462,63.2581,345.712,14,14
cTOUCH,115,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3394169,21.2136,0,94,0.0005875,0,77,0.009,0,0.045,0.037,0.037,0.023,5.189,1.331,0.001,0,0.021,60,4071,66.025,387.008,18523,18523
dTOUCH,115,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,33895481,211.847,0,94,0.0005875,0,78,0.007,0,0.001,18.434,17.265,0.021,17.265,36.932,0.002,0,0.02,90.1639,2076,33.2951,243.621,13,13
reTOUCH,115,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7019725,43.8733,0,94,0.0005875,0,79,0.01,0,0.001,0.027,0.027,0.007,5.481,5.706,0,0,0.005,180.645,2151,127.758,409.845,3863,3863
TOUCH,115,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,66718606,266.874,0,137,0.000548,99,0,0.011,0,0.001,35.372,33.711,0.013,33.711,70.798,0.004,0,0.012,86.8421,4441,64.4868,506.904,11,11
cTOUCH,115,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,11191739,44.767,0,137,0.000548,0,97,0.013,0,0.029,0.047,0.047,0.028,17.055,1.614,0,0,0.026,77.1242,5518,64.7255,512.914,16563,16563
dTOUCH,115,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,52616137,210.465,0,137,0.000548,0,99,0.012,0,0.002,26.844,25.43,0.028,25.43,53.783,0.002,0,0.026,96.0265,5000,33.1788,405.539,7,7
reTOUCH,115,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,17499491,69.998,0,137,0.000548,0,98,0.011,0,0.003,0.039,0.039,0.005,13.1,7.059,0,0,0.004,184.211,2297,130.289,450.047,5262,5262
TOUCH,115,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,95837133,266.214,0,204,0.000566667,111,0,0.011,0,0,48.474,46.52,0.014,46.52,97.001,0.006,0,0.013,84.6154,4436,64.7143,471.614,15,15
cTOUCH,115,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,7118556,19.7738,0,204,0.000566667,0,111,0.012,0,0.088,0.069,0.068,0.032,9.195,1.821,0.003,0.001,0.029,70.8791,3385,65.3242,369.762,27951,27951
dTOUCH,115,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,75538564,209.829,0,204,0.000566667,0,111,0.014,0,0.002,38.318,36.662,0.03,36.662,76.738,0.006,0,0.029,95.5801,6000,33.2652,444.735,9,9
reTOUCH,115,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,41376190,114.934,0,204,0.000566667,0,111,0.01,0,0.002,0.054,0.054,0.009,29.57,8.493,0,0,0.008,186.813,2696,130.648,486.872,6811,6811
TOUCH,115,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,130269784,265.857,0,281,0.000573469,122,0,0.017,0,0.001,69.82,67.585,0.017,67.585,139.712,0.008,0,0.016,86.7925,6019,64.8868,583.635,15,15
cTOUCH,115,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,16234348,33.1313,0,281,0.000573469,0,121,0.012,0,0.138,0.093,0.092,0.039,13.13,2.154,0.001,0,0.034,69.3396,3470,65.467,368.44,39601,39601
dTOUCH,115,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,102698558,209.589,0,281,0.000573469,0,122,0.012,0,0.001,52.65,50.727,0.031,50.727,105.403,0.008,0,0.029,97.619,7000,33.4048,481.89,6,6
reTOUCH,115,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,88688540,180.997,0,281,0.000573469,0,121,0.014,0,0.003,0.072,0.072,0.007,42.024,9.99,0,0,0.006,185.849,3721,130.934,527.843,9749,9749
TOUCH,115,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,170226564,265.979,0,350,0.000546875,146,0,0.016,0,0.001,85.49,82.923,0.02,82.923,171.057,0.008,0,0.018,90,6421,65.45,588.206,13,13
cTOUCH,115,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,27176928,42.4639,0,350,0.000546875,0,145,0.016,0,0.269,0.104,0.104,0.045,22.422,2.813,0.008,0,0.04,76.3485,7143,65.7884,607.403,35386,35386
dTOUCH,115,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,134388396,209.982,0,350,0.000546875,0,146,0.016,0,0.001,69.433,67.249,0.037,67.249,138.985,0.008,0,0.035,97.9079,8000,33.5941,516.387,6,6
reTOUCH,115,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,151482270,236.691,0,350,0.000546875,0,146,0.01,0,0.004,0.087,0.087,0.008,95.727,11.044,0,0,0.007,187.5,4585,132.117,578.639,11733,11733
TOUCH,115,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,216438034,267.207,0,460,0.000567901,170,0,0.014,0,0.002,107.704,104.759,0.023,104.759,215.49,0.016,0,0.021,94.1606,6004,64.4526,553.148,9,9
cTOUCH,115,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,30326274,37.4398,0,460,0.000567901,0,169,0.015,0,0.248,0.131,0.13,0.052,24.059,3.038,0.003,0.001,0.046,83.0258,11888,65.797,734.521,38570,38570
dTOUCH,115,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,170422103,210.398,0,460,0.000567901,0,170,0.013,0,0.001,86.753,84.179,0.047,84.179,173.643,0.01,0,0.044,98.9011,6210,33,410.713,4,4
reTOUCH,115,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,260477351,321.577,0,460,0.000567901,0,170,0.013,0,0.004,0.112,0.112,0.009,150.408,12.779,0.001,0,0.007,188.321,5299,130.146,591.18,14160,14160
TOUCH,115,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,266968395,266.968,0,568,0.000568,195,0,0.018,0,0.001,135.166,131.891,0.025,131.891,270.422,0.018,0,0.023,92.8105,4479,64.085,484.999,12,12
cTOUCH,115,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,71252372,71.2524,0,568,0.000568,0,194,0.017,0,0.225,0.148,0.148,0.059,70.768,2.865,0.003,0,0.054,82.1192,14121,65.5828,822.187,46632,46632
dTOUCH,115,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,210061658,210.062,0,568,0.000568,0,195,0.019,0,0.002,107.533,104.642,0.049,104.641,215.221,0.016,0,0.045,98.6755,6377,33.1291,420.74,5,5
reTOUCH,115,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,417090926,417.091,0,568,0.000568,0,195,0.023,0,0.004,0.145,0.144,0.012,249.587,14.606,0,0,0.01,188.235,5937,129.444,619.259,18097,18097
TOUCH,125,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3885205,388.521,0,8,0.0008,23,0,0.001,0,0,2.807,2.371,0.002,2.371,5.62,0,0,0.002,41.1765,533,57.4706,136.944,11,11
cTOUCH,125,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,202191,20.2191,0,8,0.0008,0,23,0.002,0,0.003,0.005,0.005,0.008,0.483,0.742,0,0,0.007,61.2903,1109,63.7742,217.212,3217,3217
dTOUCH,125,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3214236,321.424,0,8,0.0008,0,23,0.003,0,0.001,2.443,1.947,0.005,1.947,4.905,0,0,0.005,70,1000,38.5333,179.2,10,10
reTOUCH,125,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,524126,52.4126,0,8,0.0008,0,23,0.003,0,0.001,0.004,0.004,0.002,0.653,1.824,0,0,0.001,123.529,620,116.294,162.63,1498,1498
TOUCH,125,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,16239933,405.998,0,28,0.0007,41,0,0.003,0,0,9.894,8.936,0.005,8.936,19.807,0,0,0.005,87.0968,1682,63.1935,299.172,5,5
cTOUCH,125,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,406992,10.1748,0,28,0.0007,0,41,0.005,0,0.006,0.013,0.013,0.014,0.346,1.046,0,0,0.012,61.2903,1181,63.8548,203.891,7444,7444
dTOUCH,125,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,12836881,320.922,0,28,0.0007,0,41,0.005,0,0.001,7.56,6.784,0.011,6.784,15.16,0.002,0,0.01,95.1613,2000,32.4839,251.919,4,4
reTOUCH,125,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2329384,58.2346,0,28,0.0007,0,41,0.006,0,0.001,0.01,0.01,0.004,1.99,3.643,0,0,0.003,167.742,980,127.71,264.546,2316,2316
TOUCH,125,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,37063445,411.816,0,58,0.000644444,54,0,0.006,0,0.001,21.223,20.013,0.008,20.013,42.479,0,0,0.008,76.5957,1616,62.6809,265.045,12,12
cTOUCH,125,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2035058,22.6118,0,58,0.000644444,0,54,0.007,0,0.017,0.026,0.026,0.02,6.166,1.419,0.001,0,0.018,74.7253,4040,65.3407,426.577,9773,9773
dTOUCH,125,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,29299872,325.554,0,58,0.000644444,0,54,0.005,0,0.001,16.556,15.439,0.015,15.439,33.161,0,0,0.014,91.3978,2301,33.1505,247.195,9,9
reTOUCH,125,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,14301100,158.901,0,58,0.000644444,0,54,0.004,0,0.001,0.022,0.022,0.003,9.359,5.164,0,0,0.002,170.213,1902,126.511,334.837,4861,4861
TOUCH,125,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,65886545,411.791,0,110,0.0006875,73,0,0.006,0,0.001,35.347,33.667,0.014,33.667,70.738,0.004,0,0.012,85.4839,2523,63.3387,350.845,10,10
cTOUCH,125,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4353459,27.2091,0,110,0.0006875,0,73,0.009,0,0.046,0.04,0.04,0.022,4.07,1.551,0.002,0,0.02,64.1667,4164,66.0583,396.096,18763,18763
dTOUCH,125,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,51542668,322.142,0,110,0.0006875,0,73,0.006,0,0.001,27.42,26.067,0.017,26.067,54.897,0.002,0,0.015,93.4426,2136,33.2213,245.284,9,9
reTOUCH,125,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,10110553,63.191,0,110,0.0006875,0,73,0.009,0,0.002,0.031,0.031,0.003,7.158,6.896,0,0,0.002,180.645,2128,127.855,411.223,4190,4190
TOUCH,125,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,102531615,410.126,0,158,0.000632,89,0,0.008,0,0,52.302,50.253,0.013,50.252,104.65,0.006,0,0.012,85.5263,4481,64.6184,511.353,12,12
cTOUCH,125,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,14510536,58.0421,0,158,0.000632,0,89,0.012,0,0.026,0.05,0.05,0.032,12.712,1.883,0,0,0.03,79.7386,5684,64.7778,521.104,15877,15877
dTOUCH,125,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,79777991,319.112,0,158,0.000632,0,89,0.007,0,0.001,40.689,39.018,0.022,39.018,81.447,0.004,0,0.022,95.3947,5000,32.9539,404.213,8,8
reTOUCH,125,5000,5000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,25051180,100.205,0,158,0.000632,0,89,0.01,0,0.003,0.044,0.043,0.006,15.469,8.574,0,0,0.005,181.579,2299,130.408,453.057,5666,5666
TOUCH,125,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,147304386,409.179,0,229,0.000636111,103,0,0.013,0,0.001,78.105,75.754,0.014,75.754,156.269,0.008,0,0.014,85.7143,4551,64.8022,481.976,14,14
cTOUCH,125,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,10050717,27.9187,0,229,0.000636111,0,103,0.011,0,0.09,0.08,0.08,0.033,10.965,2.186,0.002,0,0.03,75.2747,3540,65.3681,375.324,29151,29151
dTOUCH,125,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,114570985,318.253,0,229,0.000636111,0,103,0.013,0,0.001,60.059,58.061,0.031,58.061,120.221,0.006,0,0.029,96.1326,6000,33.2155,444.738,8,8
reTOUCH,125,6000,6000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,59644337,165.679,0,229,0.000636111,0,103,0.01,0,0.002,0.063,0.062,0.007,40.116,10.618,0,0,0.006,184.615,2873,130.736,493.863,7314,7314
TOUCH,125,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,200231807,408.636,0,315,0.000642857,112,0,0.01,0,0.001,99.267,96.552,0.018,96.552,198.593,0.012,0,0.017,87.7358,6105,64.9811,591.654,14,14
cTOUCH,125,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,21006298,42.87,0,315,0.000642857,0,112,0.012,0,0.137,0.105,0.105,0.04,17.637,2.48,0.005,0,0.035,74.5283,3440,65.5094,375.902,38766,38766
dTOUCH,125,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,155247934,316.833,0,315,0.000642857,0,112,0.013,0,0.001,78.651,76.425,0.034,76.425,157.407,0.01,0,0.033,98.0952,7000,33.3762,481.892,5,5
reTOUCH,125,7000,7000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,114564913,233.806,0,315,0.000642857,0,112,0.016,0,0.004,0.081,0.081,0.007,71.428,11.694,0,0,0.006,184.906,4009,131.019,534.206,10353,10353
TOUCH,125,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,262020622,409.407,0,394,0.000615625,134,0,0.018,0,0.001,130.372,127.297,0.021,127.296,260.826,0.019,0,0.019,90,6574,65.55,601.131,13,13
cTOUCH,125,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,34305920,53.603,0,394,0.000615625,0,133,0.013,0,0.27,0.122,0.122,0.044,28.663,3.23,0.003,0,0.039,80.4979,7209,65.8382,613.826,34727,34727
dTOUCH,125,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,203181906,317.472,0,394,0.000615625,0,134,0.011,0,0.001,103.232,100.717,0.04,100.716,206.579,0.012,0,0.037,97.9079,8000,33.5439,516.389,6,6
reTOUCH,125,8000,8000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,164023125,256.286,0,394,0.000615625,0,133,0.016,0,0.003,0.106,0.105,0.011,89.18,13.418,0,0,0.009,187.5,4961,132.225,581.055,13299,13299
TOUCH,125,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,332668889,410.702,0,513,0.000633333,152,0,0.016,0,0.002,164.502,160.975,0.022,160.975,329.087,0.022,0,0.021,93.4307,5882,64.5839,549.331,10,10
cTOUCH,125,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,41799283,51.6041,0,513,0.000633333,0,152,0.016,0,0.25,0.155,0.155,0.049,39.412,3.555,0.008,0,0.044,83.3948,12106,65.8598,746.78,38131,38131
dTOUCH,125,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,257921682,318.422,0,513,0.000633333,0,152,0.013,0,0.002,137.166,134.251,0.046,134.251,274.471,0.018,0,0.044,98.5348,6080,33,406.88,5,5
reTOUCH,125,9000,9000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,280332819,346.09,0,513,0.000633333,0,152,0.015,0,0.004,0.133,0.133,0.009,150.552,14.977,0.002,0,0.007,187.591,5705,130.277,594.545,16454,16454
TOUCH,125,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,410179558,410.18,0,634,0.000634,176,0,0.017,0,0.002,197.222,193.359,0.025,193.358,394.535,0.028,0,0.023,92.8105,4428,64.2092,491.55,12,12
cTOUCH,125,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,94971784,94.9718,0,634,0.000634,0,176,0.014,0,0.214,0.18,0.18,0.059,56.622,3.22,0.009,0.001,0.053,85.0993,14424,65.6424,839.207,45062,45062
dTOUCH,125,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,317535689,317.536,0,634,0.000634,0,176,0.015,0,0.002,155.19,151.958,0.05,151.957,310.528,0.022,0,0.047,98.6799,6253,33.0132,417.48,5,5
reTOUCH,125,10000,10000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,447715175,447.715,0,634,0.000634,0,176,0.013,0,0.004,0.16,0.16,0.01,240.776,17.16,0.005,0.001,0.008,187.582,6432,129.569,630.29,21243,21243
TOUCH,135,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5817629,581.763,0,9,0.0009,20,0,0.002,0,0,3.917,3.405,0.004,3.405,7.846,0,0,0.003,41.1765,532,57.6471,139.035,11,11
cTOUCH,135,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,241876,24.1876,0,9,0.0009,0,20,0.003,0,0.002,0.005,0.005,0.008,0.49,0.958,0,0,0.008,61.2903,1128,63.871,219.793,3297,3297
dTOUCH,135,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,4720235,472.024,0,9,0.0009,0,20,0.002,0,0,3.266,2.698,0.01,2.698,6.561,0.002,0,0.008,66.6667,989,37.9667,177.164,11,11
reTOUCH,135,1000,1000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,714455,71.4455,0,9,0.0009,0,20,0.002,0,0.001,0.005,0.005,0.002,0.375,2.17,0,0,0.002,129.412,675,116.471,169.17,1763,1763
TOUCH,135,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,24238436,605.961,0,32,0.0008,38,0,0.005,0,0,14.079,13.033,0.006,13.033,28.185,0,0,0.005,87.0968,1707,63.2903,303.146,5,5
cTOUCH,135,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,584607,14.6152,0,32,0.0008,0,38,0.005,0,0.006,0.015,0.015,0.017,0.752,1.209,0.006,0,0.016,62.9032,1226,63.9032,207.086,7714,7714
dTOUCH,135,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,18896537,472.413,0,32,0.0008,0,38,0.006,0,0,10.761,9.869,0.013,9.869,21.566,0.002,0,0.012,95.1613,2000,32.4516,251.922,4,4
reTOUCH,135,2000,2000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,3311389,82.7847,0,32,0.0008,0,37,0.005,0,0,0.012,0.012,0.004,2.811,4.394,0,0.001,0.003,167.742,1048,127.839,268.583,2515,2515
TOUCH,135,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,55167455,612.972,0,63,0.0007,50,0,0.005,0,0.001,30.6,29.135,0.011,29.135,61.236,0.004,0,0.011,78.7234,1608,62.766,268.193,11,11
cTOUCH,135,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,2607086,28.9676,0,63,0.0007,0,49,0.007,0,0.015,0.028,0.028,0.017,2.682,1.575,0,0,0.015,78.022,4085,65.3956,431.181,9845,9845
dTOUCH,135,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,42967019,477.411,0,63,0.0007,0,50,0.004,0,0.001,23.051,21.81,0.019,21.81,46.156,0.002,0,0.018,91.3978,2260,32.9355,240.503,9,9
reTOUCH,135,3000,3000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,20343848,226.043,0,63,0.0007,0,49,0.007,0,0.002,0.025,0.025,0.005,10.868,6.382,0.001,0,0.004,170.213,2047,126.617,350.853,5297,5297
TOUCH,135,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,98224101,613.901,0,121,0.00075625,66,0,0.007,0,0,51.56,49.595,0.014,49.595,103.164,0.004,0,0.013,87.0968,2588,63.4516,356.487,9,9
cTOUCH,135,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,5420985,33.8812,0,121,0.00075625,0,66,0.009,0,0.045,0.048,0.048,0.021,4.914,1.822,0,0,0.019,68.3333,4240,66.1167,403.362,19226,19226
dTOUCH,135,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,75996275,474.977,0,121,0.00075625,0,66,0.007,0,0.001,40.08,38.444,0.022,38.444,80.23,0.002,0,0.02,94.2623,2192,33.1393,246.854,8,8
reTOUCH,135,4000,4000,../data/RandomData-10K.bin,../data/RandomData-Normal-500-250-10K.bin,SGrid,2,4,100,14694906,91.8432,0,121,0.00075625,0,66,0.01,0,0.002,0.038,0.038,0.003,11.37,8.668,0.002,0,0.003,180.645,2097,127.968,412.462,4626,4626
