Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Leaf size, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate, t sizeCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB, max level, gridP robe, tree height A, tree height B,l0 assigned, l1 assigned, l2 assigned, l3 assigned, l4 assigned, l5 assigned, l6 assigned, l7 assigned, l8 assigned, l9 assigned,l0 assigned B, l1 assigned B, l2 assigned B, l3 assigned B, l4 assigned B, l5 assigned B, l6 assigned B, l7 assigned B, l8 assigned B, l9 assigned B,l0 avg, l1 avg, l2 avg, l3 avg, l4 avg, l5 avg, l6 avg, l7 avg, l8 avg, l9 avg,l0 avg B, l1 avg B, l2 avg B, l3 avg B, l4 avg B, l5 avg B, l6 avg B, l7 avg B, l8 avg B, l9 avg B,l0 std, l1 std, l2 std, l3 std, l4 std, l5 std, l6 std, l7 std, l8 std, l9 std, l0 std B, l1 std B, l2 std B, l3 std B, l4 std B, l5 std B, l6 std B, l7 std B, l8 std B, l9 std B
TOUCH,10,2000,2000,./samples/2000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,294,0.00735,3296900,50,15,0.000375,0,0,0.006,0,0.001,0.009,0.003,0.005,0.022,0,0,0.005,0.006,0,50,1433,32.2581,188.619,6,6,500,0.015,4,0,76,31,460,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136824,0.111249,0.125194,0.128156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112258,0.10281,0.0877276,0.10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,567,0.014175,199877,317,15,0.000375,5,0,0.003,0,0.002,0.015,0.015,0.01,2.661,0,0,0.008,2.63,0.001,29.0323,801,32.2177,92.0721,125,125,500,2.645,5,0,425,282,394,557,337,0,0,0,0,0,323,200,236,949,292,0,0,0,0,0,0.130077,0.128881,0.122531,0.12321,0.125287,0,0,0,0,0,0.12233,0.128467,0.12984,0.129802,0.123472,0,0,0,0,0,0.097009,0.104612,0.0946779,0.091928,0.0966781,0,0,0,0,0,0.0950671,0.108393,0.0964914,0.0998863,0.0878469,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,2298,0.05745,4085,1399,15,0.000375,5,0,0.006,0,0.36,0.16,0.158,0.009,0.427,0,0,0.009,0.251,0,50,548,38.3654,93.355,115,115,500,0.411,4,4,76,31,141,107,0,0,0,0,0,0,426,515,506,548,0,0,0,0,0,0,0.136824,0.111249,0.128818,0.129743,0,0,0,0,0,0,0.126047,0.127983,0.122022,0.12703,0,0,0,0,0,0,0.112258,0.10281,0.0916132,0.108774,0,0,0,0,0,0,0.095575,0.0969054,0.0984388,0.0971025,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,379,0.009475,2297598,110,15,0.000375,0,0,0.003,0,0.001,0.005,0.004,0.005,0.03,0,0,0.005,0.015,0,41.9355,1446,64.5161,263.428,125,125,500,0.02,4,0,79,34,441,1446,0,0,0,0,0,0,76,31,460,1433,0,0,0,0,0,0,0.127634,0.114805,0.121109,0.127141,0,0,0,0,0,0,0.136824,0.111249,0.125194,0.128156,0,0,0,0,0,0,0.0859705,0.0738408,0.0947878,0.0976264,0,0,0,0,0,0,0.112258,0.10281,0.0877276,0.10012,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample3.bin,./samples/2000/sample1.bin,SGrid,3,100,100,411,0.010275,2261053,145,15,0.000375,0,0,0.003,0,0.002,0.005,0.005,0.008,0.032,0,0,0.007,0.013,0.001,41.9355,1446,64.5161,261.196,125,125,500,0.018,4,0,79,34,441,1446,0,0,0,0,0,0,80,33,490,1397,0,0,0,0,0,0,0.127634,0.114805,0.121109,0.127141,0,0,0,0,0,0,0.13542,0.122,0.12419,0.128397,0,0,0,0,0,0,0.0859705,0.0738408,0.0947878,0.0976264,0,0,0,0,0,0,0.110692,0.110935,0.0887279,0.0999339,0,0,0,0,0,0
TOUCH,10,2000,2000,./samples/2000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,278,0.00695,2521300,58,24,0.0006,0,0,0.006,0,0,0.006,0.002,0.008,0.021,0,0,0.008,0.004,0,50,1009,32.2581,135.049,18,18,500,0.01,4,0,329,209,453,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130341,0.131754,0.12349,0.127576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10066,0.111893,0.0881605,0.0981653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,964,0.0241,85562,631,24,0.0006,2,0,0.007,0,0.002,0.015,0.012,0.011,0.899,0,0,0.009,0.863,0.001,19.3548,521,32.2419,69.8167,125,125,500,0.878,5,0,561,286,166,649,336,0,0,0,0,0,606,426,246,444,278,0,0,0,0,0,0.125425,0.126422,0.110146,0.122419,0.124764,0,0,0,0,0,0.130118,0.12953,0.124041,0.126476,0.12368,0,0,0,0,0,0.0953743,0.0961096,0.095916,0.10256,0.0911121,0,0,0,0,0,0.103211,0.104462,0.0923413,0.0934847,0.0871755,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,3491,0.087275,4204,2656,24,0.0006,62,0,0.004,0,0.252,0.135,0.133,0.007,0.427,0,0,0.007,0.277,0,50,982,46.1429,163.177,105,105,500,0.412,4,4,329,209,135,78,0,0,0,0,0,0,249,263,444,982,0,0,0,0,0,0,0.130341,0.131754,0.111518,0.131743,0,0,0,0,0,0,0.131502,0.125059,0.114268,0.126342,0,0,0,0,0,0,0.10066,0.111893,0.08189,0.0940028,0,0,0,0,0,0,0.105605,0.101229,0.0974711,0.0960438,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,576,0.0144,1222420,311,24,0.0006,3,0,0.004,0,0.001,0.008,0.008,0.006,0.048,0,0,0.005,0.028,0,22.5806,1009,64.4677,185.453,125,125,500,0.036,4,0,393,126,484,994,0,0,0,0,0,0,329,209,453,1009,0,0,0,0,0,0,0.122245,0.111032,0.124598,0.1246,0,0,0,0,0,0,0.130341,0.131754,0.12349,0.127576,0,0,0,0,0,0,0.094174,0.0790109,0.0960059,0.101096,0,0,0,0,0,0,0.10066,0.111893,0.0881605,0.0981653,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample4.bin,./samples/2000/sample1.bin,SGrid,3,100,100,552,0.0138,1151130,323,24,0.0006,3,2,0.006,0,0.003,0.008,0.008,0.008,0.429,0,0,0.008,0.404,0,22.5806,994,64.4355,180.322,125,125,500,0.412,4,0,393,126,484,994,0,0,0,0,0,0,455,125,488,930,0,0,0,0,0,0,0.122245,0.111032,0.124598,0.1246,0,0,0,0,0,0,0.132258,0.131758,0.122222,0.127383,0,0,0,0,0,0,0.094174,0.0790109,0.0960059,0.101096,0,0,0,0,0,0,0.10456,0.108833,0.090138,0.0969427,0,0,0,0,0,0
TOUCH,10,2000,2000,./samples/2000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,294,0.00735,2268900,70,20,0.0005,0,0,0.003,0,0,0.008,0.004,0.004,0.015,0,0,0.003,0.004,0,50,797,32.2581,117.542,19,19,500,0.012,4,0,374,181,648,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132161,0.13186,0.124168,0.127137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102771,0.105999,0.0957556,0.0954661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1057,0.026425,103201,727,20,0.0005,5,0,0.004,0,0.003,0.015,0.014,0.008,0.476,0.001,0,0.007,0.445,0,19.3548,453,32.2177,68.404,125,125,500,0.46,5,0,527,262,268,590,348,0,0,0,0,0,598,348,278,483,293,0,0,0,0,0,0.119914,0.134303,0.112179,0.11908,0.123996,0,0,0,0,0,0.129572,0.130471,0.125297,0.125217,0.125883,0,0,0,0,0,0.0931801,0.098396,0.0822846,0.0905243,0.09226,0,0,0,0,0,0.104331,0.100826,0.0966853,0.0929668,0.090081,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,2604,0.0651,4411,2000,20,0.0005,88,0,0.005,0,0.221,0.117,0.117,0.007,0.411,0,0,0.007,0.277,0,50,519,50.3158,121.151,101,101,500,0.394,4,4,374,181,184,63,0,0,0,0,0,0,418,463,519,512,0,0,0,0,0,0,0.132161,0.13186,0.121163,0.145822,0,0,0,0,0,0,0.121281,0.118712,0.121347,0.122653,0,0,0,0,0,0,0.102771,0.105999,0.092544,0.0959588,0,0,0,0,0,0,0.0936294,0.0879656,0.0921316,0.0954476,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,475,0.011875,992032,218,20,0.0005,3,0,0.006,0,0.001,0.007,0.007,0.007,0.424,0,0,0.007,0.402,0,20.9677,797,64.4677,157.971,125,125,500,0.409,4,0,385,153,813,646,0,0,0,0,0,0,374,181,648,797,0,0,0,0,0,0,0.123804,0.108862,0.122394,0.121414,0,0,0,0,0,0,0.132161,0.13186,0.124168,0.127137,0,0,0,0,0,0,0.0903145,0.0821162,0.0916289,0.0947877,0,0,0,0,0,0,0.102771,0.105999,0.0957556,0.0954661,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample5.bin,./samples/2000/sample1.bin,SGrid,3,100,100,481,0.012025,899907,212,20,0.0005,3,6,0.003,0,0.002,0.007,0.007,0.003,0.42,0,0,0.003,0.405,0,24.1935,646,64.371,153.654,125,125,500,0.412,4,0,385,153,813,646,0,0,0,0,0,0,421,160,807,606,0,0,0,0,0,0,0.123804,0.108862,0.122394,0.121414,0,0,0,0,0,0,0.128293,0.132645,0.123455,0.130274,0,0,0,0,0,0,0.0903145,0.0821162,0.0916289,0.0947877,0,0,0,0,0,0,0.0993812,0.108182,0.0957766,0.0963265,0,0,0,0,0,0
TOUCH,10,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,297,0.007425,2211900,101,21,0.000525,1,0,0.005,0,0,0.009,0.004,0.006,0.021,0,0,0.005,0.005,0,50,796,32.2419,112.093,21,21,500,0.014,4,0,367,282,554,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129658,0.126512,0.127036,0.127302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102537,0.105654,0.0940277,0.0957723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,998,0.02495,92174,641,21,0.000525,3,0,0.007,0,0.003,0.016,0.015,0.012,1.554,0,0,0.01,1.516,0,16.9355,479,32.2339,65.7303,125,125,500,1.532,5,0,591,247,208,605,346,0,0,0,0,0,704,386,253,376,281,0,0,0,0,0,0.12471,0.134269,0.133118,0.124138,0.128404,0,0,0,0,0,0.132462,0.125091,0.124053,0.126303,0.123381,0,0,0,0,0,0.0955456,0.100697,0.10023,0.0940019,0.0943617,0,0,0,0,0,0.106264,0.0977221,0.0947917,0.0915059,0.0869134,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,3104,0.0776,4543,2542,21,0.000525,76,1,0.005,0,0.888,0.329,0.327,0.007,1.151,0,0,0.006,0.807,0,50,591,50.6316,118.575,101,101,500,1.136,4,4,367,282,162,58,0,0,0,0,0,0,612,403,591,318,0,0,0,0,0,0,0.129658,0.126512,0.13634,0.110686,0,0,0,0,0,0,0.127743,0.131232,0.124993,0.12814,0,0,0,0,0,0,0.102537,0.105654,0.101403,0.0834255,0,0,0,0,0,0,0.0958739,0.0962171,0.100001,0.0960298,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,567,0.014175,845469,295,21,0.000525,4,1,0.002,0,0.001,0.008,0.006,0.004,0.049,0,0,0.003,0.033,0,17.7419,796,64.4355,148.879,125,125,500,0.041,4,0,506,182,562,746,0,0,0,0,0,0,367,282,554,796,0,0,0,0,0,0,0.12941,0.122384,0.129271,0.125764,0,0,0,0,0,0,0.129658,0.126512,0.127036,0.127302,0,0,0,0,0,0,0.0924123,0.0929839,0.0961994,0.0990621,0,0,0,0,0,0,0.102537,0.105654,0.0940277,0.0957723,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample6.bin,./samples/2000/sample1.bin,SGrid,3,100,100,625,0.015625,786984,364,21,0.000525,4,5,0.003,0,0.002,0.008,0.008,0.005,0.05,0,0,0.004,0.032,0,17.7419,746,64.371,143.491,125,125,500,0.04,4,0,506,182,562,746,0,0,0,0,0,0,549,157,575,714,0,0,0,0,0,0,0.12941,0.122384,0.129271,0.125764,0,0,0,0,0,0,0.126614,0.134118,0.125857,0.128419,0,0,0,0,0,0,0.0924123,0.0929839,0.0961994,0.0990621,0,0,0,0,0,0,0.1013,0.105749,0.0956522,0.0956135,0,0,0,0,0,0
TOUCH,10,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,SGrid,3,100,100,253,0.006325,2718500,49,16,0.0004,0,0,0.002,0,0,0.011,0.007,0.003,0.018,0,0,0.003,0.004,0.001,50,1103,32.2581,149.246,17,17,500,0.015,4,0,340,38,519,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124478,0.14945,0.126747,0.128106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101379,0.11962,0.09179,0.0988369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,SGrid,3,100,100,6075,0.151875,104322,5814,16,0.0004,1,0,0.005,0,0.003,0.02,0.018,0.012,0.848,0.002,0,0.011,0.806,0,20.1613,695,32.25,92.5241,125,125,500,0.826,5,0,478,258,90,823,350,0,0,0,0,0,543,336,78,764,279,0,0,0,0,0,0.12091,0.134465,0.12947,0.129554,0.119885,0,0,0,0,0,0.12663,0.12526,0.15632,0.129693,0.118131,0,0,0,0,0,0.0897563,0.105368,0.104495,0.0939406,0.0890479,0,0,0,0,0,0.0999736,0.0950548,0.115531,0.0997305,0.0848769,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,SGrid,3,100,100,9746,0.24365,4317,9163,16,0.0004,76,0,0.003,0,1.559,0.535,0.534,0.007,1.814,0,0,0.007,1.265,0,50,805,43.7273,136.818,107,107,500,1.8,4,4,340,38,145,87,0,0,0,0,0,0,335,255,529,805,0,0,0,0,0,0,0.124478,0.14945,0.112826,0.133244,0,0,0,0,0,0,0.128985,0.13042,0.125635,0.125309,0,0,0,0,0,0,0.101379,0.11962,0.0792419,0.111549,0,0,0,0,0,0,0.0919867,0.100415,0.0923971,0.0962178,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,SGrid,3,100,100,400,0.01,1449989,168,16,0.0004,12,0,0.003,0,0.001,0.007,0.007,0.004,0.425,0,0.001,0.004,0.408,0,24.1935,1123,64.3226,205.036,125,125,500,0.415,4,0,321,132,412,1123,0,0,0,0,0,0,340,38,519,1103,0,0,0,0,0,0,0.127629,0.131618,0.117639,0.128486,0,0,0,0,0,0,0.124478,0.14945,0.126747,0.128106,0,0,0,0,0,0,0.0956555,0.100003,0.087001,0.095571,0,0,0,0,0,0,0.101379,0.11962,0.09179,0.0988369,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample7.bin,./samples/2000/sample1.bin,SGrid,3,100,100,412,0.0103,1337187,156,16,0.0004,12,8,0.006,0,0.002,0.007,0.006,0.008,0.428,0,0,0.007,0.404,0,27.4194,1123,64.1935,196.381,125,125,500,0.411,4,0,321,132,412,1123,0,0,0,0,0,0,404,123,441,1024,0,0,0,0,0,0,0.127629,0.131618,0.117639,0.128486,0,0,0,0,0,0,0.126099,0.143359,0.121492,0.129033,0,0,0,0,0,0,0.0956555,0.100003,0.087001,0.095571,0,0,0,0,0,0,0.102333,0.10436,0.0871151,0.0997099,0,0,0,0,0,0
TOUCH,10,2000,2000,./samples/2000/sample8.bin,./samples/2000/sample1.bin,SGrid,3,100,100,320,0.008,2243500,89,23,0.000575,2,0,0.003,0,0,0.009,0.005,0.005,0.018,0,0,0.005,0.004,0,50,797,32.2258,117.376,20,20,500,0.013,4,0,426,151,624,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131867,0.131033,0.123604,0.127501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103015,0.10681,0.0949345,0.0957358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTOUCH,10,2000,2000,./samples/2000/sample8.bin,./samples/2000/sample1.bin,SGrid,3,100,100,768,0.0192,115608,500,23,0.000575,11,7,0.002,0,0.003,0.016,0.014,0.012,0.074,0,0,0.011,0.04,0.001,24.1935,568,32.1129,79.2162,125,125,500,0.056,5,0,495,224,257,678,335,0,0,0,0,0,659,312,181,557,284,0,0,0,0,0,0.117725,0.11319,0.126675,0.123287,0.120391,0,0,0,0,0,0.128044,0.129752,0.119687,0.129659,0.125035,0,0,0,0,0,0.0917051,0.0879155,0.0991754,0.0963912,0.0858897,0,0,0,0,0,0.101128,0.102456,0.0872825,0.0997323,0.0883055,0,0,0,0,0
dTOUCH,10,2000,2000,./samples/2000/sample8.bin,./samples/2000/sample1.bin,SGrid,3,100,100,4244,0.1061,4272,3163,23,0.000575,140,2,0.003,0,0.803,0.39,0.39,0.004,1.221,0,0,0.004,0.82,0,50,497,48.9474,106.719,101,101,500,1.21,4,4,426,151,191,55,0,0,0,0,0,0,478,723,162,497,0,0,0,0,0,0,0.131867,0.131033,0.132164,0.122714,0,0,0,0,0,0,0.127585,0.12073,0.115665,0.117654,0,0,0,0,0,0,0.103015,0.10681,0.100521,0.0927119,0,0,0,0,0,0,0.0960229,0.0945633,0.0877968,0.0936959,0,0,0,0,0,0
reTOUCH,10,2000,2000,./samples/2000/sample8.bin,./samples/2000/sample1.bin,SGrid,3,100,100,852,0.0213,961180,601,23,0.000575,5,2,0.003,0,0.001,0.008,0.006,0.004,0.107,0,0,0.003,0.091,0,19.3548,797,64.4032,155.222,125,125,500,0.099,4,0,478,135,780,602,0,0,0,0,0,0,426,151,624,797,0,0,0,0,0,0,0.124757,0.113978,0.121857,0.117728,0,0,0,0,0,0,0.131867,0.131033,0.123604,0.127501,0,0,0,0,0,0,0.0921225,0.0913305,0.0955615,0.090577,0,0,0,0,0,0,0.103015,0.10681,0.0949345,0.0957358,0,0,0,0,0,0
rereTOUCH,10,2000,2000,./samples/2000/sample8.bin,./samples/2000/sample1.bin,SGrid,3,100,100,1211,0.030275,852100,958,23,0.000575,5,6,0.002,0,0.002,0.01,0.01,0.005,0.426,0,0.001,0.004,0.405,0,20.9677,642,64.3387,150.182,125,125,500,0.415,4,0,478,135,780,602,0,0,0,0,0,0,521,94,783,596,0,0,0,0,0,0,0.124757,0.113978,0.121857,0.117728,0,0,0,0,0,0,0.131847,0.127621,0.122551,0.130607,0,0,0,0,0,0,0.0921225,0.0913305,0.0955615,0.090577,0,0,0,0,0,0,0.10226,0.10903,0.0946559,0.0965341,0,0,0,0,0,0
